order_id,datetime,dish_ids,dish_names,prep_times,quantities,total_time
309,2025-05-26 23:42,"[5, 4, 6, 19, 13]","['Warm Salad with Baby Eels and King Prawns', 'Macaroni with Tomato and Chorizo', 'Seafood Soup', 'Sparkling Water', 'Chocolate Lava Cake']","[20, 25, 55, 1, 25]","[3, 1, 2, 3, 3]",61
310,2025-05-17 23:42,[2],['Spaghetti carbonara'],[25],[1],33
311,2025-05-19 23:42,"[16, 21, 18, 20, 19]","['Fresh Fruit Dessert', 'Coca-Cola', 'Layered Banana Dessert', 'Lemon Iced Tea', 'Sparkling Water']","[15, 1, 15, 1, 1]","[1, 2, 2, 3, 1]",23
312,2025-05-19 23:42,"[17, 12]","['Catalan Cream', 'Mediterranean Lamb Burger']","[40, 30]","[1, 2]",49
313,2025-06-10 23:42,"[12, 22, 14]","['Mediterranean Lamb Burger', 'Fanta Orange', 'Lemon Sorbet with Cava']","[30, 1, 5]","[2, 1, 2]",39
314,2025-06-10 23:42,"[16, 20, 7, 6]","['Fresh Fruit Dessert', 'Lemon Iced Tea', 'Beef steaks with strawberry sauce', 'Seafood Soup']","[15, 1, 30, 55]","[1, 1, 1, 2]",58
315,2025-06-05 23:42,"[9, 24, 23, 3, 6]","['Meatballs in Spanish Sauce', 'Coffee with Milk', 'Espresso', 'Caesar salad', 'Seafood Soup']","[30, 5, 5, 30, 55]","[3, 2, 2, 1, 1]",65
316,2025-05-27 23:42,"[18, 8, 10, 6]","['Layered Banana Dessert', 'Almond chicken strips with lemon sauce', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Seafood Soup']","[15, 25, 30, 55]","[3, 3, 3, 2]",63
317,2025-06-12 23:42,[6],['Seafood Soup'],[55],[3],63
318,2025-06-09 23:42,"[9, 18, 21, 3]","['Meatballs in Spanish Sauce', 'Layered Banana Dessert', 'Coca-Cola', 'Caesar salad']","[30, 15, 1, 30]","[3, 3, 2, 2]",36
319,2025-06-10 23:42,[22],['Fanta Orange'],[1],[3],8
320,2025-06-04 23:42,[17],['Catalan Cream'],[40],[1],48
321,2025-05-29 23:42,"[11, 13, 22]","['Sautéed spanish Sausage and Mushrooms', 'Chocolate Lava Cake', 'Fanta Orange']","[30, 25, 1]","[3, 1, 1]",36
322,2025-06-12 23:42,"[22, 10, 7, 9, 23]","['Fanta Orange', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Beef steaks with strawberry sauce', 'Meatballs in Spanish Sauce', 'Espresso']","[1, 30, 30, 30, 5]","[3, 3, 3, 1, 3]",33
323,2025-06-12 23:42,"[3, 20, 16, 5]","['Caesar salad', 'Lemon Iced Tea', 'Fresh Fruit Dessert', 'Warm Salad with Baby Eels and King Prawns']","[30, 1, 15, 20]","[2, 1, 2, 3]",38
324,2025-05-28 23:42,"[18, 20, 5, 14, 13]","['Layered Banana Dessert', 'Lemon Iced Tea', 'Warm Salad with Baby Eels and King Prawns', 'Lemon Sorbet with Cava', 'Chocolate Lava Cake']","[15, 1, 20, 5, 25]","[2, 3, 2, 1, 3]",31
325,2025-05-31 23:42,"[8, 16, 1, 2, 14]","['Almond chicken strips with lemon sauce', 'Fresh Fruit Dessert', 'Risotto', 'Spaghetti carbonara', 'Lemon Sorbet with Cava']","[25, 15, 30, 25, 5]","[1, 2, 1, 2, 1]",34
326,2025-06-10 23:42,"[11, 6]","['Sautéed spanish Sausage and Mushrooms', 'Seafood Soup']","[30, 55]","[1, 2]",58
327,2025-05-24 23:42,[6],['Seafood Soup'],[55],[2],64
328,2025-05-15 23:42,[8],['Almond chicken strips with lemon sauce'],[25],[2],28
329,2025-05-14 23:42,"[20, 3, 23, 14]","['Lemon Iced Tea', 'Caesar salad', 'Espresso', 'Lemon Sorbet with Cava']","[1, 30, 5, 5]","[1, 3, 2, 2]",39
330,2025-06-01 23:42,"[13, 10, 21]","['Chocolate Lava Cake', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Coca-Cola']","[25, 30, 1]","[2, 1, 1]",38
331,2025-05-25 23:42,"[4, 9, 20, 23, 21]","['Macaroni with Tomato and Chorizo', 'Meatballs in Spanish Sauce', 'Lemon Iced Tea', 'Espresso', 'Coca-Cola']","[25, 30, 1, 5, 1]","[1, 2, 3, 1, 3]",35
332,2025-05-29 23:42,"[23, 20]","['Espresso', 'Lemon Iced Tea']","[5, 1]","[1, 3]",10
333,2025-06-06 23:42,"[13, 12, 2, 15]","['Chocolate Lava Cake', 'Mediterranean Lamb Burger', 'Spaghetti carbonara', 'Chilled Raspberry Crumble']","[25, 30, 25, 25]","[1, 1, 3, 1]",36
334,2025-06-04 23:42,"[17, 3, 11, 7]","['Catalan Cream', 'Caesar salad', 'Sautéed spanish Sausage and Mushrooms', 'Beef steaks with strawberry sauce']","[40, 30, 30, 30]","[2, 3, 1, 3]",45
335,2025-05-19 23:42,"[21, 4]","['Coca-Cola', 'Macaroni with Tomato and Chorizo']","[1, 25]","[1, 3]",34
336,2025-06-09 23:42,"[24, 8, 9, 14]","['Coffee with Milk', 'Almond chicken strips with lemon sauce', 'Meatballs in Spanish Sauce', 'Lemon Sorbet with Cava']","[5, 25, 30, 5]","[3, 2, 2, 2]",36
337,2025-05-14 23:42,"[10, 3]","['Beef Burger Stuffed with Jalapeños and Cheddar', 'Caesar salad']","[30, 30]","[3, 2]",35
338,2025-05-17 23:42,"[9, 18, 20]","['Meatballs in Spanish Sauce', 'Layered Banana Dessert', 'Lemon Iced Tea']","[30, 15, 1]","[1, 1, 3]",34
339,2025-05-26 23:42,[20],['Lemon Iced Tea'],[1],[3],7
340,2025-06-10 23:42,[13],['Chocolate Lava Cake'],[25],[1],34
341,2025-06-08 23:42,"[13, 9]","['Chocolate Lava Cake', 'Meatballs in Spanish Sauce']","[25, 30]","[3, 2]",33
342,2025-05-16 23:42,"[4, 14, 12, 18]","['Macaroni with Tomato and Chorizo', 'Lemon Sorbet with Cava', 'Mediterranean Lamb Burger', 'Layered Banana Dessert']","[25, 5, 30, 15]","[1, 2, 2, 3]",36
343,2025-06-11 23:42,[22],['Fanta Orange'],[1],[2],8
344,2025-06-04 23:42,"[24, 5]","['Coffee with Milk', 'Warm Salad with Baby Eels and King Prawns']","[5, 20]","[3, 2]",25
345,2025-06-12 23:42,"[8, 20, 13, 19]","['Almond chicken strips with lemon sauce', 'Lemon Iced Tea', 'Chocolate Lava Cake', 'Sparkling Water']","[25, 1, 25, 1]","[2, 3, 2, 1]",31
346,2025-06-09 23:42,"[17, 7, 4]","['Catalan Cream', 'Beef steaks with strawberry sauce', 'Macaroni with Tomato and Chorizo']","[40, 30, 25]","[2, 2, 3]",48
347,2025-06-09 23:42,"[14, 4, 6]","['Lemon Sorbet with Cava', 'Macaroni with Tomato and Chorizo', 'Seafood Soup']","[5, 25, 55]","[3, 3, 1]",59
348,2025-05-19 23:42,"[18, 19, 1, 10, 2]","['Layered Banana Dessert', 'Sparkling Water', 'Risotto', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Spaghetti carbonara']","[15, 1, 30, 30, 25]","[1, 2, 3, 3, 1]",33
349,2025-05-17 23:42,"[18, 21]","['Layered Banana Dessert', 'Coca-Cola']","[15, 1]","[3, 2]",21
350,2025-06-03 23:42,"[9, 20, 21, 17]","['Meatballs in Spanish Sauce', 'Lemon Iced Tea', 'Coca-Cola', 'Catalan Cream']","[30, 1, 1, 40]","[2, 2, 3, 1]",47
351,2025-05-22 23:42,"[14, 9]","['Lemon Sorbet with Cava', 'Meatballs in Spanish Sauce']","[5, 30]","[3, 1]",40
352,2025-05-30 23:42,"[3, 21, 18, 20]","['Caesar salad', 'Coca-Cola', 'Layered Banana Dessert', 'Lemon Iced Tea']","[30, 1, 15, 1]","[3, 3, 1, 1]",33
353,2025-06-08 23:42,"[13, 24]","['Chocolate Lava Cake', 'Coffee with Milk']","[25, 5]","[2, 2]",35
354,2025-06-02 23:42,"[22, 4, 13]","['Fanta Orange', 'Macaroni with Tomato and Chorizo', 'Chocolate Lava Cake']","[1, 25, 25]","[1, 2, 1]",31
355,2025-05-13 23:42,"[21, 23, 17]","['Coca-Cola', 'Espresso', 'Catalan Cream']","[1, 5, 40]","[2, 1, 1]",48
356,2025-05-22 23:42,[17],['Catalan Cream'],[40],[3],43
357,2025-06-07 23:42,"[2, 16, 14, 23, 11]","['Spaghetti carbonara', 'Fresh Fruit Dessert', 'Lemon Sorbet with Cava', 'Espresso', 'Sautéed spanish Sausage and Mushrooms']","[25, 15, 5, 5, 30]","[1, 3, 3, 3, 2]",35
358,2025-06-01 23:42,"[8, 22, 17, 7]","['Almond chicken strips with lemon sauce', 'Fanta Orange', 'Catalan Cream', 'Beef steaks with strawberry sauce']","[25, 1, 40, 30]","[3, 3, 2, 3]",46
359,2025-06-07 23:42,"[5, 12, 16, 11, 9]","['Warm Salad with Baby Eels and King Prawns', 'Mediterranean Lamb Burger', 'Fresh Fruit Dessert', 'Sautéed spanish Sausage and Mushrooms', 'Meatballs in Spanish Sauce']","[20, 30, 15, 30, 30]","[1, 2, 3, 3, 1]",37
360,2025-06-02 23:42,"[12, 8]","['Mediterranean Lamb Burger', 'Almond chicken strips with lemon sauce']","[30, 25]","[1, 1]",35
361,2025-05-16 23:42,"[17, 3, 10, 1, 11]","['Catalan Cream', 'Caesar salad', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Risotto', 'Sautéed spanish Sausage and Mushrooms']","[40, 30, 30, 30, 30]","[2, 2, 3, 1, 1]",47
362,2025-06-04 23:42,"[4, 22, 7, 2, 16]","['Macaroni with Tomato and Chorizo', 'Fanta Orange', 'Beef steaks with strawberry sauce', 'Spaghetti carbonara', 'Fresh Fruit Dessert']","[25, 1, 30, 25, 15]","[1, 2, 3, 3, 3]",37
363,2025-05-25 23:42,[14],['Lemon Sorbet with Cava'],[5],[3],14
364,2025-06-11 23:42,"[15, 1]","['Chilled Raspberry Crumble', 'Risotto']","[25, 30]","[2, 1]",38
365,2025-05-26 23:42,"[16, 5, 18]","['Fresh Fruit Dessert', 'Warm Salad with Baby Eels and King Prawns', 'Layered Banana Dessert']","[15, 20, 15]","[1, 1, 3]",29
366,2025-05-22 23:42,[14],['Lemon Sorbet with Cava'],[5],[3],10
367,2025-06-07 23:42,"[23, 5]","['Espresso', 'Warm Salad with Baby Eels and King Prawns']","[5, 20]","[1, 3]",29
368,2025-06-08 23:42,"[23, 20]","['Espresso', 'Lemon Iced Tea']","[5, 1]","[1, 3]",14
369,2025-06-04 23:42,"[9, 4]","['Meatballs in Spanish Sauce', 'Macaroni with Tomato and Chorizo']","[30, 25]","[1, 1]",33
370,2025-05-31 23:42,"[7, 8]","['Beef steaks with strawberry sauce', 'Almond chicken strips with lemon sauce']","[30, 25]","[3, 3]",33
371,2025-06-02 23:42,"[24, 1, 10, 9]","['Coffee with Milk', 'Risotto', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Meatballs in Spanish Sauce']","[5, 30, 30, 30]","[3, 2, 2, 1]",40
372,2025-06-09 23:42,"[18, 8, 23, 3, 24]","['Layered Banana Dessert', 'Almond chicken strips with lemon sauce', 'Espresso', 'Caesar salad', 'Coffee with Milk']","[15, 25, 5, 30, 5]","[3, 3, 2, 2, 1]",33
373,2025-05-29 23:42,"[15, 23, 1, 16]","['Chilled Raspberry Crumble', 'Espresso', 'Risotto', 'Fresh Fruit Dessert']","[25, 5, 30, 15]","[3, 3, 2, 2]",40
374,2025-05-20 23:42,"[4, 20, 10, 19, 6]","['Macaroni with Tomato and Chorizo', 'Lemon Iced Tea', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Sparkling Water', 'Seafood Soup']","[25, 1, 30, 1, 55]","[1, 2, 2, 3, 3]",62
375,2025-05-15 23:42,"[7, 14, 8, 18]","['Beef steaks with strawberry sauce', 'Lemon Sorbet with Cava', 'Almond chicken strips with lemon sauce', 'Layered Banana Dessert']","[30, 5, 25, 15]","[1, 1, 1, 3]",39
376,2025-05-15 23:42,"[21, 15, 23, 19, 17]","['Coca-Cola', 'Chilled Raspberry Crumble', 'Espresso', 'Sparkling Water', 'Catalan Cream']","[1, 25, 5, 1, 40]","[3, 1, 1, 1, 1]",45
377,2025-05-20 23:42,"[11, 6, 7, 23]","['Sautéed spanish Sausage and Mushrooms', 'Seafood Soup', 'Beef steaks with strawberry sauce', 'Espresso']","[30, 55, 30, 5]","[2, 2, 1, 3]",65
378,2025-06-03 23:42,[19],['Sparkling Water'],[1],[1],7
379,2025-06-07 23:42,"[2, 20, 14, 4, 10]","['Spaghetti carbonara', 'Lemon Iced Tea', 'Lemon Sorbet with Cava', 'Macaroni with Tomato and Chorizo', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[25, 1, 5, 25, 30]","[1, 3, 3, 2, 3]",36
380,2025-05-21 23:42,"[4, 15, 6, 21]","['Macaroni with Tomato and Chorizo', 'Chilled Raspberry Crumble', 'Seafood Soup', 'Coca-Cola']","[25, 25, 55, 1]","[1, 2, 3, 1]",60
381,2025-06-05 23:42,"[15, 14]","['Chilled Raspberry Crumble', 'Lemon Sorbet with Cava']","[25, 5]","[1, 1]",30
382,2025-06-10 23:42,"[8, 13]","['Almond chicken strips with lemon sauce', 'Chocolate Lava Cake']","[25, 25]","[1, 1]",34
383,2025-05-15 23:42,"[4, 15]","['Macaroni with Tomato and Chorizo', 'Chilled Raspberry Crumble']","[25, 25]","[1, 3]",30
384,2025-05-17 23:42,[12],['Mediterranean Lamb Burger'],[30],[2],39
385,2025-05-21 23:42,"[16, 10]","['Fresh Fruit Dessert', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[15, 30]","[3, 2]",36
386,2025-05-20 23:42,"[24, 4, 8, 10]","['Coffee with Milk', 'Macaroni with Tomato and Chorizo', 'Almond chicken strips with lemon sauce', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[5, 25, 25, 30]","[1, 2, 1, 1]",36
387,2025-06-09 23:42,"[20, 10, 12]","['Lemon Iced Tea', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Mediterranean Lamb Burger']","[1, 30, 30]","[2, 2, 2]",36
388,2025-05-26 23:42,"[9, 5]","['Meatballs in Spanish Sauce', 'Warm Salad with Baby Eels and King Prawns']","[30, 20]","[1, 1]",34
389,2025-05-21 23:42,[17],['Catalan Cream'],[40],[1],43
390,2025-05-19 23:42,[14],['Lemon Sorbet with Cava'],[5],[1],15
391,2025-06-08 23:42,"[21, 3, 14, 20]","['Coca-Cola', 'Caesar salad', 'Lemon Sorbet with Cava', 'Lemon Iced Tea']","[1, 30, 5, 1]","[2, 2, 3, 1]",39
392,2025-06-07 23:42,"[17, 2]","['Catalan Cream', 'Spaghetti carbonara']","[40, 25]","[1, 3]",48
393,2025-05-24 23:42,[17],['Catalan Cream'],[40],[1],48
394,2025-06-01 23:42,"[16, 20, 12, 17, 11]","['Fresh Fruit Dessert', 'Lemon Iced Tea', 'Mediterranean Lamb Burger', 'Catalan Cream', 'Sautéed spanish Sausage and Mushrooms']","[15, 1, 30, 40, 30]","[2, 3, 2, 3, 1]",43
395,2025-06-12 23:42,"[6, 23]","['Seafood Soup', 'Espresso']","[55, 5]","[2, 2]",65
396,2025-05-16 23:42,"[14, 15, 22, 12]","['Lemon Sorbet with Cava', 'Chilled Raspberry Crumble', 'Fanta Orange', 'Mediterranean Lamb Burger']","[5, 25, 1, 30]","[2, 1, 2, 1]",38
397,2025-06-04 23:42,"[10, 22, 16, 13]","['Beef Burger Stuffed with Jalapeños and Cheddar', 'Fanta Orange', 'Fresh Fruit Dessert', 'Chocolate Lava Cake']","[30, 1, 15, 25]","[1, 2, 1, 2]",34
398,2025-06-02 23:42,"[22, 4, 10, 2]","['Fanta Orange', 'Macaroni with Tomato and Chorizo', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Spaghetti carbonara']","[1, 25, 30, 25]","[3, 3, 3, 3]",34
399,2025-05-28 23:42,[17],['Catalan Cream'],[40],[1],43
400,2025-05-20 23:42,[12],['Mediterranean Lamb Burger'],[30],[1],39
401,2025-05-15 23:42,"[16, 20, 2, 22, 9]","['Fresh Fruit Dessert', 'Lemon Iced Tea', 'Spaghetti carbonara', 'Fanta Orange', 'Meatballs in Spanish Sauce']","[15, 1, 25, 1, 30]","[2, 1, 1, 3, 2]",40
402,2025-06-06 23:42,"[22, 21, 6]","['Fanta Orange', 'Coca-Cola', 'Seafood Soup']","[1, 1, 55]","[3, 2, 2]",63
403,2025-06-02 23:42,"[19, 6, 17]","['Sparkling Water', 'Seafood Soup', 'Catalan Cream']","[1, 55, 40]","[3, 2, 1]",60
404,2025-06-07 23:42,[21],['Coca-Cola'],[1],[1],4
405,2025-06-12 23:42,[4],['Macaroni with Tomato and Chorizo'],[25],[3],28
406,2025-06-01 23:42,[1],['Risotto'],[30],[3],33
407,2025-06-11 23:42,"[6, 1, 4]","['Seafood Soup', 'Risotto', 'Macaroni with Tomato and Chorizo']","[55, 30, 25]","[1, 1, 1]",65
408,2025-05-17 23:42,[2],['Spaghetti carbonara'],[25],[1],35
409,2025-05-28 23:42,[14],['Lemon Sorbet with Cava'],[5],[2],15
410,2025-06-08 23:42,"[15, 11, 21, 19]","['Chilled Raspberry Crumble', 'Sautéed spanish Sausage and Mushrooms', 'Coca-Cola', 'Sparkling Water']","[25, 30, 1, 1]","[2, 1, 2, 1]",33
411,2025-05-21 23:42,"[24, 1, 21]","['Coffee with Milk', 'Risotto', 'Coca-Cola']","[5, 30, 1]","[1, 2, 3]",33
412,2025-05-15 23:42,"[16, 15, 4]","['Fresh Fruit Dessert', 'Chilled Raspberry Crumble', 'Macaroni with Tomato and Chorizo']","[15, 25, 25]","[3, 2, 2]",30
413,2025-05-29 23:42,[23],['Espresso'],[5],[1],10
414,2025-05-26 23:42,[1],['Risotto'],[30],[3],35
415,2025-05-25 23:42,"[1, 20]","['Risotto', 'Lemon Iced Tea']","[30, 1]","[1, 1]",34
416,2025-05-15 23:42,"[12, 16, 23, 14, 20]","['Mediterranean Lamb Burger', 'Fresh Fruit Dessert', 'Espresso', 'Lemon Sorbet with Cava', 'Lemon Iced Tea']","[30, 15, 5, 5, 1]","[2, 2, 1, 1, 2]",38
417,2025-06-03 23:42,[23],['Espresso'],[5],[3],8
418,2025-05-27 23:42,"[23, 24]","['Espresso', 'Coffee with Milk']","[5, 5]","[2, 2]",13
419,2025-05-17 23:42,"[12, 5, 13, 11]","['Mediterranean Lamb Burger', 'Warm Salad with Baby Eels and King Prawns', 'Chocolate Lava Cake', 'Sautéed spanish Sausage and Mushrooms']","[30, 20, 25, 30]","[3, 2, 2, 1]",38
420,2025-05-18 23:42,"[15, 7, 16, 12, 11]","['Chilled Raspberry Crumble', 'Beef steaks with strawberry sauce', 'Fresh Fruit Dessert', 'Mediterranean Lamb Burger', 'Sautéed spanish Sausage and Mushrooms']","[25, 30, 15, 30, 30]","[2, 1, 1, 2, 2]",39
421,2025-05-27 23:42,"[1, 22, 15, 2, 9]","['Risotto', 'Fanta Orange', 'Chilled Raspberry Crumble', 'Spaghetti carbonara', 'Meatballs in Spanish Sauce']","[30, 1, 25, 25, 30]","[3, 1, 1, 3, 1]",36
422,2025-06-07 23:42,[4],['Macaroni with Tomato and Chorizo'],[25],[1],29
423,2025-05-31 23:42,"[24, 3, 20]","['Coffee with Milk', 'Caesar salad', 'Lemon Iced Tea']","[5, 30, 1]","[3, 1, 2]",37
424,2025-05-17 23:42,[10],['Beef Burger Stuffed with Jalapeños and Cheddar'],[30],[2],37
425,2025-05-22 23:42,"[14, 23, 12]","['Lemon Sorbet with Cava', 'Espresso', 'Mediterranean Lamb Burger']","[5, 5, 30]","[2, 3, 2]",40
426,2025-05-23 23:42,"[1, 19, 5]","['Risotto', 'Sparkling Water', 'Warm Salad with Baby Eels and King Prawns']","[30, 1, 20]","[3, 1, 1]",40
427,2025-06-12 23:42,[1],['Risotto'],[30],[1],37
428,2025-06-11 23:42,[19],['Sparkling Water'],[1],[2],8
429,2025-05-14 23:42,"[19, 14]","['Sparkling Water', 'Lemon Sorbet with Cava']","[1, 5]","[3, 3]",10
430,2025-05-18 23:42,"[2, 6, 4]","['Spaghetti carbonara', 'Seafood Soup', 'Macaroni with Tomato and Chorizo']","[25, 55, 25]","[1, 1, 2]",65
431,2025-06-05 23:42,"[23, 9]","['Espresso', 'Meatballs in Spanish Sauce']","[5, 30]","[3, 1]",37
432,2025-06-07 23:42,"[22, 11, 5]","['Fanta Orange', 'Sautéed spanish Sausage and Mushrooms', 'Warm Salad with Baby Eels and King Prawns']","[1, 30, 20]","[2, 1, 3]",33
433,2025-05-30 23:42,"[24, 22]","['Coffee with Milk', 'Fanta Orange']","[5, 1]","[3, 2]",10
434,2025-05-22 23:42,"[14, 10, 3, 24]","['Lemon Sorbet with Cava', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Caesar salad', 'Coffee with Milk']","[5, 30, 30, 5]","[2, 1, 2, 2]",37
435,2025-05-30 23:42,"[13, 14, 17, 1, 4]","['Chocolate Lava Cake', 'Lemon Sorbet with Cava', 'Catalan Cream', 'Risotto', 'Macaroni with Tomato and Chorizo']","[25, 5, 40, 30, 25]","[2, 3, 2, 3, 2]",43
436,2025-06-11 23:42,[21],['Coca-Cola'],[1],[1],6
437,2025-05-22 23:42,"[2, 3, 12]","['Spaghetti carbonara', 'Caesar salad', 'Mediterranean Lamb Burger']","[25, 30, 30]","[2, 3, 2]",35
438,2025-06-04 23:42,[19],['Sparkling Water'],[1],[3],9
439,2025-05-25 23:42,"[22, 20]","['Fanta Orange', 'Lemon Iced Tea']","[1, 1]","[1, 2]",5
440,2025-05-25 23:42,[17],['Catalan Cream'],[40],[3],43
441,2025-05-19 23:42,"[5, 12, 23, 3, 15]","['Warm Salad with Baby Eels and King Prawns', 'Mediterranean Lamb Burger', 'Espresso', 'Caesar salad', 'Chilled Raspberry Crumble']","[20, 30, 5, 30, 25]","[2, 2, 1, 3, 1]",35
442,2025-05-30 23:42,"[5, 6, 22]","['Warm Salad with Baby Eels and King Prawns', 'Seafood Soup', 'Fanta Orange']","[20, 55, 1]","[3, 3, 3]",65
443,2025-06-03 23:42,"[17, 7]","['Catalan Cream', 'Beef steaks with strawberry sauce']","[40, 30]","[2, 3]",44
444,2025-05-14 23:42,"[8, 6, 7]","['Almond chicken strips with lemon sauce', 'Seafood Soup', 'Beef steaks with strawberry sauce']","[25, 55, 30]","[1, 1, 1]",62
445,2025-05-29 23:42,"[4, 3, 15]","['Macaroni with Tomato and Chorizo', 'Caesar salad', 'Chilled Raspberry Crumble']","[25, 30, 25]","[3, 1, 2]",38
446,2025-06-07 23:42,"[24, 3]","['Coffee with Milk', 'Caesar salad']","[5, 30]","[2, 2]",34
447,2025-06-06 23:42,"[18, 24, 19, 11, 8]","['Layered Banana Dessert', 'Coffee with Milk', 'Sparkling Water', 'Sautéed spanish Sausage and Mushrooms', 'Almond chicken strips with lemon sauce']","[15, 5, 1, 30, 25]","[2, 3, 2, 1, 1]",36
448,2025-06-03 23:42,"[24, 1]","['Coffee with Milk', 'Risotto']","[5, 30]","[2, 2]",35
449,2025-06-03 23:42,"[23, 2, 11, 18, 15]","['Espresso', 'Spaghetti carbonara', 'Sautéed spanish Sausage and Mushrooms', 'Layered Banana Dessert', 'Chilled Raspberry Crumble']","[5, 25, 30, 15, 25]","[1, 2, 2, 3, 2]",36
450,2025-05-29 23:42,"[14, 12, 1, 4]","['Lemon Sorbet with Cava', 'Mediterranean Lamb Burger', 'Risotto', 'Macaroni with Tomato and Chorizo']","[5, 30, 30, 25]","[1, 1, 1, 2]",37
451,2025-05-27 23:42,"[19, 1]","['Sparkling Water', 'Risotto']","[1, 30]","[2, 3]",38
452,2025-05-22 23:42,"[5, 14, 22]","['Warm Salad with Baby Eels and King Prawns', 'Lemon Sorbet with Cava', 'Fanta Orange']","[20, 5, 1]","[1, 1, 3]",27
453,2025-05-22 23:42,"[16, 22, 21]","['Fresh Fruit Dessert', 'Fanta Orange', 'Coca-Cola']","[15, 1, 1]","[2, 2, 1]",25
454,2025-05-22 23:42,"[4, 17, 23, 13]","['Macaroni with Tomato and Chorizo', 'Catalan Cream', 'Espresso', 'Chocolate Lava Cake']","[25, 40, 5, 25]","[2, 1, 1, 2]",50
455,2025-06-04 23:42,"[24, 16, 19, 22]","['Coffee with Milk', 'Fresh Fruit Dessert', 'Sparkling Water', 'Fanta Orange']","[5, 15, 1, 1]","[2, 2, 3, 1]",24
456,2025-06-03 23:42,[5],['Warm Salad with Baby Eels and King Prawns'],[20],[2],26
457,2025-05-23 23:42,"[12, 9]","['Mediterranean Lamb Burger', 'Meatballs in Spanish Sauce']","[30, 30]","[3, 3]",34
458,2025-05-27 23:42,"[24, 19, 21, 20, 3]","['Coffee with Milk', 'Sparkling Water', 'Coca-Cola', 'Lemon Iced Tea', 'Caesar salad']","[5, 1, 1, 1, 30]","[3, 2, 2, 3, 1]",35
459,2025-05-22 23:42,"[3, 10, 6]","['Caesar salad', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Seafood Soup']","[30, 30, 55]","[2, 3, 3]",58
460,2025-05-31 23:42,"[12, 18, 15, 3, 19]","['Mediterranean Lamb Burger', 'Layered Banana Dessert', 'Chilled Raspberry Crumble', 'Caesar salad', 'Sparkling Water']","[30, 15, 25, 30, 1]","[1, 3, 1, 2, 1]",39
461,2025-06-10 23:42,"[3, 20, 18]","['Caesar salad', 'Lemon Iced Tea', 'Layered Banana Dessert']","[30, 1, 15]","[1, 2, 1]",36
462,2025-05-28 23:42,"[5, 2]","['Warm Salad with Baby Eels and King Prawns', 'Spaghetti carbonara']","[20, 25]","[1, 2]",34
463,2025-05-26 23:42,"[13, 24, 16]","['Chocolate Lava Cake', 'Coffee with Milk', 'Fresh Fruit Dessert']","[25, 5, 15]","[2, 1, 1]",30
464,2025-05-30 23:42,"[11, 4, 10, 14, 6]","['Sautéed spanish Sausage and Mushrooms', 'Macaroni with Tomato and Chorizo', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Lemon Sorbet with Cava', 'Seafood Soup']","[30, 25, 30, 5, 55]","[2, 2, 1, 2, 2]",64
465,2025-05-20 23:42,"[1, 8, 19]","['Risotto', 'Almond chicken strips with lemon sauce', 'Sparkling Water']","[30, 25, 1]","[1, 3, 3]",35
466,2025-05-15 23:42,"[19, 10, 8, 21, 2]","['Sparkling Water', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Almond chicken strips with lemon sauce', 'Coca-Cola', 'Spaghetti carbonara']","[1, 30, 25, 1, 25]","[1, 3, 3, 1, 2]",36
467,2025-06-09 23:42,[22],['Fanta Orange'],[1],[2],7
468,2025-06-08 23:42,"[5, 10, 13, 12, 21]","['Warm Salad with Baby Eels and King Prawns', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Chocolate Lava Cake', 'Mediterranean Lamb Burger', 'Coca-Cola']","[20, 30, 25, 30, 1]","[1, 3, 2, 2, 2]",39
469,2025-06-03 23:42,"[19, 13, 12]","['Sparkling Water', 'Chocolate Lava Cake', 'Mediterranean Lamb Burger']","[1, 25, 30]","[2, 3, 3]",35
470,2025-05-16 23:42,[20],['Lemon Iced Tea'],[1],[1],11
471,2025-06-06 23:42,[4],['Macaroni with Tomato and Chorizo'],[25],[1],28
472,2025-06-12 23:42,"[17, 22, 12, 24]","['Catalan Cream', 'Fanta Orange', 'Mediterranean Lamb Burger', 'Coffee with Milk']","[40, 1, 30, 5]","[3, 2, 1, 3]",46
473,2025-05-14 23:42,"[8, 9, 12, 24]","['Almond chicken strips with lemon sauce', 'Meatballs in Spanish Sauce', 'Mediterranean Lamb Burger', 'Coffee with Milk']","[25, 30, 30, 5]","[2, 3, 1, 3]",35
